hhid,region,langue,s05q01,s05q02,s05q03,s05q03_autre,s05q04,s05q04_autre,s05q05,s05q06,s05q07,s05q07a,s04q7a_autre,s05q08,s05q08a,s05q09__0,s05q09__1,s05q09__2,s05q09__3,s05q09__4,s05q09__5,s05q09__6,s05q09__7,s05q09__8,s05q09__9,s05q09__10,s05q09__11,s05q09__12,s05q09__13,s05q09__14,s05q09__15,s05q09__16,s05q09__17,s05q09__18,s05q09__19,s05q09__20,s05q09__21,s05q09__22,s05q09__23,s05q09__24,s05q09__25,s05q09__26,s05q09__27,s05q09__28,s05q09__29,s05q09__30,s05q09__31,s05q09__32,s05q09__33,s05q09__34,s05q09__35,s05q09__36,s05q09__37,s05q09__38,s05q09__39,s05q09__40,s05q09__41,s05q09__42,s05q09__43,s05q09__44,s05q09__45,s05q09__46,s05q09__47,s05q09__48,s05q09__49,s05q09__50,s05q09__51,s05q09__52,s05q09__53,s05q09__54,s05q09__55,s05q09__56,s05q09__57,s05q09__58,s05q09__59,s05q10,s05q11,s05q12,s05q13,s05q13_autre,s05q14,s05q15,s05q16,s05q16_autre,s05q17,s05q18,s05q19,s05q20,s05q21,s05q22,s00q01,s00q04,p0,hhweight_covid,domaine_residence
420002,Kayes,Français,NON,OUI,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,"AUTRE, SPECIFIER",L enseignement,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,INDUSTRIE,Plus élevé que d'habitude,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Kayes,Urbain,Non Pauvres,183.5203857421875,Autres_urbains
420007,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,183.5203857421875,Autres_urbains
420011,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,183.5203857421875,Autres_urbains
430001,Kayes,Bambara/Malinké,OUI,,,,,,"En tant qu'apprenti, stagiaire",NON,Aucun paiement,COVID-19,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,369.1747741699219,Autres_urbains
430003,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,NE PEUT SE DEPLACER / TRANSPORTER LES PRODUITS,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Kayes,Urbain,Non Pauvres,369.1747741699219,Autres_urbains
430004,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,369.1747741699219,Autres_urbains
430005,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,369.1747741699219,Autres_urbains
430007,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,369.1747741699219,Autres_urbains
430008,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Kayes,Urbain,Non Pauvres,369.1747741699219,Autres_urbains
430010,Kayes,Bambara/Malinké,NON,OUI,ABSENT TEMPORAIREMENT,,ADMINISTRATION PUBLIQUE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,369.1747741699219,Autres_urbains
430011,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,369.1747741699219,Autres_urbains
510002,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Kayes,Rural,Non Pauvres,1342.6607666015625,Rural
510003,Kayes,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,NE PEUT SE DEPLACER / TRANSPORTER LES PRODUITS,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,1342.6607666015625,Rural
510008,Kayes,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Identique,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,1342.6607666015625,Rural
520003,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DES ECOLES,,OUI,OUI,,,NE SAIT PAS,,,NON,,,Kayes,Urbain,Non Pauvres,390.51434326171875,Autres_urbains
520004,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Plus élevé que d'habitude,,,OUI,OUI,,,NON,,,NON,,,Kayes,Urbain,Pauvres,650.12176513671875,Autres_urbains
520005,Kayes,Peulh/Foulfoulbé,NON,OUI,COVID-19,,COMMERCE,,,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Kayes,Urbain,Non Pauvres,390.51434326171875,Autres_urbains
520010,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,OUI,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,390.51434326171875,Autres_urbains
520011,Kayes,Peulh/Foulfoulbé,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Kayes,Urbain,Non Pauvres,390.51434326171875,Autres_urbains
520012,Kayes,Bambara/Malinké,NON,OUI,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,EDUCATION,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Kayes,Urbain,Non Pauvres,390.51434326171875,Autres_urbains
560001,Kayes,Bambara/Malinké,OUI,,,,,,"En tant qu'apprenti, stagiaire",OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,OUI,BAISSE,MOINS FREQUEMMENT,OUI,RESTE LE MEME,MOINS FREQUEMMENT,Kayes,Rural,Non Pauvres,2760.652587890625,Rural
560002,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Kayes,Rural,Pauvres,2616.85009765625,Rural
560003,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Kayes,Rural,Non Pauvres,2760.652587890625,Rural
560007,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Kayes,Rural,Pauvres,2616.85009765625,Rural
560008,Kayes,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",Pas de client,COMMERCE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Identique,,,OUI,NON,TRAVAIL SAISONNIER,,NE SAIT PAS,,,NON,,,Kayes,Rural,Non Pauvres,2760.652587890625,Rural
560012,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Kayes,Rural,Pauvres,2616.85009765625,Rural
570001,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Rural,Pauvres,4649.84423828125,Rural
570003,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,4905.36474609375,Rural
570005,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Rural,Pauvres,4649.84423828125,Rural
570009,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Identique,,,NON,,,,NON,,,NON,,,Kayes,Rural,Pauvres,4649.84423828125,Rural
600001,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2530.228759765625,Rural
600003,Kayes,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",convalleur,"AUTRE, SPECIFIER",aller cherche des matériel en voyage,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2530.228759765625,Rural
600005,Kayes,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2530.228759765625,Rural
600006,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Kayes,Rural,Pauvres,2398.428955078125,Rural
600009,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,NON,Paiement normal complet,COVID-19,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2530.228759765625,Rural
610006,Kayes,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,COMMERCE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Rural,Pauvres,1860.7777099609375,Rural
610009,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,1963.0321044921875,Rural
640001,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Rural,Pauvres,2041.39501953125,Rural
640004,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Pauvres,2041.39501953125,Rural
640012,Kayes,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",l'augmentation des marchandises,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Pauvres,2041.39501953125,Rural
650003,Kayes,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Kayes,Rural,Pauvres,2419.43115234375,Rural
650004,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Pauvres,2419.43115234375,Rural
690004,Kayes,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Pauvres,2016.1925048828125,Rural
690006,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2126.9873046875,Rural
730002,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,507.88201904296875,Autres_urbains
730003,Kayes,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Identique,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,507.88201904296875,Autres_urbains
730010,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Kayes,Urbain,Pauvres,845.5135498046875,Autres_urbains
740001,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,"AUTRE, SPECIFIER",Manque d'eau,OUI,NON,TRAVAIL SAISONNIER,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Kayes,Rural,Non Pauvres,2906.8828125,Rural
740002,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2906.8828125,Rural
740011,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2906.8828125,Rural
740012,Kayes,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,"AUTRE, SPECIFIER",mauvaise pluvieumetrie,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Kayes,Rural,Pauvres,2755.463134765625,Rural
780002,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,1506.6160888671875,Rural
790002,Kayes,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,1570.5931396484375,Autres_urbains
790005,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,INDUSTRIE,Inférieur à d'habitude,"AUTRE, SPECIFIER",Du au coupure d'electricite,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,1570.5931396484375,Autres_urbains
790006,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,1570.5931396484375,Autres_urbains
790012,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,1570.5931396484375,Autres_urbains
810003,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,1391.404296875,Rural
840002,Kayes,Bambara/Malinké,NON,OUI,COVID-19,,COMMERCE,,,,,,,NON,OUI,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Kayes,Urbain,Non Pauvres,1103.25634765625,Autres_urbains
840004,Kayes,Bambara/Malinké,NON,OUI,COVID-19,,SERVICES PERSONNELS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,1103.25634765625,Autres_urbains
840005,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,1103.25634765625,Autres_urbains
840008,Kayes,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,"AUTRE, SPECIFIER",manque d'herbe,NON,,,NON,,,Kayes,Urbain,Non Pauvres,1103.25634765625,Autres_urbains
840010,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Kayes,Urbain,Non Pauvres,1103.25634765625,Autres_urbains
840011,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Urbain,Pauvres,1836.682861328125,Autres_urbains
850011,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Kayes,Rural,Non Pauvres,3948.220458984375,Rural
870008,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2778.377197265625,Rural
870010,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2778.377197265625,Rural
900002,Kayes,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2321.96142578125,Rural
900008,Kayes,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,2321.96142578125,Rural
950003,Kayes,Bambara/Malinké,NON,OUI,COVID-19,,EXTRACTION MINIERE,,,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Kayes,Rural,Non Pauvres,1621.827880859375,Rural
960002,Kayes,Bambara/Malinké,NON,OUI,COVID-19,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,NE PEUT SE DEPLACER / TRANSPORTER LES PRODUITS,,OUI,OUI,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Kayes,Rural,Non Pauvres,3642.4658203125,Rural
960005,Kayes,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,"AUTRE, SPECIFIER",manque d'inrant,OUI,OUI,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Kayes,Rural,Non Pauvres,3642.4658203125,Rural
